Name,Gender,Salary,Departments,Position
음연지,male,24743,finance,intern
주주영,male,5968,marketing,assistant
은지후,male,13429,marketing,manager
염승원,male,19304,design,header
시온유,male,17279,finance,manager
고서진,male,21686,advertising,assistant
임우현,female,26107,design,assistant
오소민,male,9872,marketing,manager
추종현,male,8609,marketing,assistant
방하엘,male,26206,marketing,header
양연아,male,7011,marketing,assistant
견수정,female,8949,marketing,manager
차라희,male,16845,marketing,assistant
좌보민,male,14623,design,assistant
감한결,male,7975,marketing,manager
봉시현,female,29528,marketing,manager
엄세희,female,28227,advertising,assistant
심아현,male,29212,marketing,intern
변가연,female,12413,marketing,manager
형원우,male,6896,marketing,manager
김지아,male,13393,marketing,manager
연하율,female,15097,marketing,header
금은재,female,19434,marketing,assistant
권이준,female,9656,marketing,assistant
고유리,female,3978,marketing,manager
손재민,male,20499,marketing,header
호하성,female,5641,advertising,intern
백정현,female,27695,design,assistant
노소연,male,3761,IT,assistant
어소윤,female,18482,advertising,manager
유하나,male,15841,finance,manager
경우영,male,20220,advertising,assistant
선지한,male,13093,advertising,assistant
연민수,female,12585,marketing,manager
강예지,male,9807,marketing,assistant
송채율,male,15596,IT,header
추우주,male,17900,marketing,assistant
라도은,male,14367,marketing,header
안민주,female,5742,marketing,manager
오하영,male,14027,marketing,intern
당시완,male,19460,marketing,assistant
곽리아,male,4924,marketing,assistant
홍도진,female,5115,finance,assistant
국동욱,female,28187,marketing,manager
형호진,female,14483,marketing,assistant
표채민,male,29500,marketing,header
이유은,female,29882,marketing,header
인세빈,female,5410,IT,intern
황태은,female,29296,marketing,manager
국민규,male,29967,design,assistant
복서호,male,15088,IT,intern
금정원,male,21563,advertising,assistant
진지현,male,9098,advertising,assistant
승새봄,female,14769,design,manager
한봄,female,20297,marketing,manager
형봄,female,10479,marketing,manager
복채원,female,7003,marketing,assistant
신민준,male,19092,marketing,assistant
윤은비,female,11906,advertising,assistant
범준원,male,25399,marketing,assistant
음세영,male,26316,design,assistant
시주하,male,25642,marketing,assistant
도윤하,female,12921,IT,intern
어시준,male,7635,finance,assistant
소윤건,female,23308,advertising,header
선승원,male,23980,marketing,assistant
범세아,male,21466,advertising,manager
육승주,female,6358,marketing,manager
염재훈,male,4256,marketing,manager
옥현성,female,28320,finance,assistant
공소현,female,24281,advertising,manager
송유현,male,14054,marketing,header
설재영,female,25121,IT,assistant
송준서,female,14256,finance,assistant
김온유,male,13747,marketing,manager
용은수,male,6918,marketing,manager
전하리,female,13478,finance,intern
음하윤,male,19219,marketing,assistant
우유리,female,18022,marketing,manager
장한나,female,4475,marketing,assistant
음준현,male,29206,marketing,assistant
강승아,male,5409,advertising,assistant
용이현,male,13496,design,assistant
임혜정,male,7387,advertising,assistant
빈주하,male,12955,IT,assistant
현유하,female,7536,marketing,assistant
용서빈,male,10371,design,header
금종현,female,10597,IT,assistant
마이준,male,21286,IT,assistant
표은빈,male,10315,advertising,assistant
가하음,female,22494,marketing,manager
노세아,male,12761,marketing,assistant
허현석,male,9473,IT,assistant
전연아,female,15188,advertising,assistant
남상윤,male,25590,marketing,header
문이나,female,11024,marketing,manager
제수민,male,6944,advertising,manager
봉지운,male,18949,marketing,assistant
김도아,male,10913,advertising,manager
동준호,male,27490,design,manager
성태훈,female,18007,marketing,assistant
동가윤,male,22704,marketing,manager
권영준,female,9007,marketing,header
갈효주,male,28689,marketing,manager
장도겸,male,26095,marketing,header
나유진,male,15398,IT,intern
봉은혁,male,11390,advertising,assistant
명서율,female,14072,marketing,manager
범아인,male,9253,design,assistant
류은수,female,21076,IT,assistant
편재율,male,16271,finance,assistant
용상윤,female,14797,advertising,assistant
은석현,male,29003,design,assistant
호재희,female,18299,marketing,assistant
당민채,female,28000,finance,manager
공동규,male,18620,marketing,manager
구연아,male,10857,marketing,header
여용준,female,26853,marketing,manager
좌제이,male,15019,marketing,header
모채빈,female,10055,marketing,manager
경정현,male,15908,marketing,manager
위지원,male,14854,marketing,assistant
안은설,male,22577,IT,manager
구유리,female,26896,IT,assistant
유재윤,female,15896,design,intern
설민호,male,29368,marketing,assistant
엄지호,male,29833,marketing,manager
공나현,male,15619,finance,assistant
심준,male,20680,marketing,manager
임서아,male,25675,design,assistant
양윤호,female,10930,marketing,assistant
연동욱,female,6997,marketing,manager
부유건,female,27364,marketing,manager
복혜민,male,17591,marketing,assistant
변도희,female,6935,IT,manager
차다솜,male,15110,advertising,manager
인하윤,male,25982,marketing,assistant
주찬영,male,21586,advertising,manager
고승환,female,12877,marketing,manager
복호진,male,14484,marketing,manager
추찬우,female,6694,advertising,assistant
임태현,male,18862,IT,intern
방한별,male,14992,marketing,assistant
오주원,male,12171,advertising,assistant
노우영,female,15235,marketing,assistant
모은서,male,13432,marketing,assistant
임지후,male,21969,marketing,manager
현해준,male,14184,finance,manager
강윤진,female,19247,marketing,manager
설시온,male,18870,IT,header
양시은,male,9893,IT,manager
노아윤,male,11123,marketing,assistant
조유라,female,21852,advertising,manager
라율,male,4865,marketing,manager
임효주,female,29118,marketing,assistant
권서진,male,19397,advertising,header
홍서호,male,17944,IT,assistant
염지효,male,19457,IT,assistant
옥서율,male,17653,finance,intern
제민건,female,14211,IT,assistant
안서인,male,21489,advertising,assistant
승서율,male,6278,IT,assistant
탁정은,male,15077,IT,assistant
방재훈,male,25768,IT,assistant
부은지,male,29888,marketing,manager
태연주,male,8108,marketing,assistant
라세빈,female,10800,marketing,assistant
염하린,male,26896,marketing,intern
유유안,male,21601,IT,assistant
은소율,female,29556,IT,assistant
안가윤,female,23503,advertising,assistant
현대현,male,4631,marketing,manager
염서은,male,9326,marketing,header
권지웅,female,15010,finance,assistant
전리아,male,3702,marketing,header
채건우,female,6022,marketing,assistant
구은채,female,13442,design,assistant
추재영,male,12518,IT,intern
감예원,male,8433,marketing,assistant
예채율,male,15110,finance,assistant
어세은,male,13142,marketing,assistant
양성진,male,14251,advertising,assistant
단호준,female,25468,marketing,assistant
여선우,male,27554,marketing,assistant
하라윤,male,29398,marketing,manager
두나경,male,27762,marketing,assistant
차하음,male,7214,design,manager
방태경,female,17416,marketing,assistant
노주완,male,22967,marketing,assistant
추시완,female,11216,marketing,assistant
현지오,female,18074,marketing,assistant
위정민,male,28569,marketing,header
권하온,male,3542,marketing,header
간시훈,female,10608,marketing,assistant
경호준,female,17249,IT,manager
탁연준,female,10558,marketing,assistant
현진서,female,20724,design,manager
송지은,male,7667,advertising,intern
범가을,male,23797,advertising,header
범선호,male,9765,marketing,assistant
성재율,female,20359,marketing,manager
허혜성,male,15630,marketing,assistant
방정우,female,12378,marketing,intern
왕하린,male,15701,finance,assistant
엄은우,male,8891,marketing,assistant
안동훈,female,21012,advertising,manager
정세준,male,12073,marketing,assistant
윤재이,female,18880,design,header
노동욱,female,8786,marketing,assistant
연영준,female,17517,marketing,assistant
남하윤,male,17023,advertising,manager
신서율,male,6025,IT,assistant
도효은,male,29652,advertising,assistant
홍서율,male,9070,finance,intern
반신우,female,26882,marketing,assistant
승가을,male,3452,marketing,manager
손유진,male,24915,marketing,assistant
기시온,male,13797,advertising,manager
맹예인,female,21583,advertising,manager
갈하랑,male,19259,advertising,header
석서하,female,17951,IT,assistant
위상민,male,6587,marketing,manager
은예성,male,18964,advertising,intern
마정원,male,12165,finance,assistant
우시훈,female,17658,marketing,manager
나다원,female,12838,advertising,assistant
최지오,female,16231,marketing,manager
예준영,male,14181,marketing,assistant
신가을,female,3192,advertising,manager
안가온,male,5899,finance,manager
주별,male,28774,marketing,assistant
허다경,male,21530,IT,assistant
고민영,male,14526,marketing,manager
공하율,male,26555,marketing,manager
윤아름,male,12643,marketing,assistant
조도진,male,12225,design,manager
견형준,female,25494,finance,assistant
류소연,female,16131,design,manager
배은채,male,7204,marketing,assistant
추은찬,female,20901,design,assistant
라채이,male,11982,advertising,assistant
승가람,female,21581,IT,header
복아름,female,26642,design,header
위새봄,female,14597,marketing,assistant
심승유,female,20878,finance,assistant
방승훈,female,23691,marketing,manager
호형준,female,28926,marketing,assistant
전유림,male,8516,finance,manager
신규빈,male,25092,finance,assistant
원하린,female,3588,IT,assistant
맹다희,male,28449,marketing,manager
정영준,female,15824,IT,intern
어준수,male,11753,marketing,header
형세아,male,18624,marketing,assistant
공민수,male,25062,advertising,assistant
간민서,male,15204,marketing,assistant
장재원,male,27179,marketing,assistant
봉주완,female,6801,marketing,header
마인우,male,19119,marketing,assistant
권재현,female,19038,marketing,assistant
승채이,male,7659,advertising,assistant
방유리,female,21293,IT,manager
황은수,female,23063,marketing,assistant
송은혁,female,5651,marketing,header
갈재영,female,16871,design,assistant
국예담,female,17700,finance,manager
현재원,female,4079,finance,assistant
임승호,male,16014,marketing,manager
단채아,male,6769,finance,assistant
여시은,male,18569,advertising,assistant
나우빈,male,11393,IT,assistant
현주영,male,10518,marketing,assistant
예정민,male,10151,advertising,manager
백성우,male,29901,marketing,manager
설민수,male,18328,marketing,assistant
봉준성,female,10839,IT,assistant
옥현수,female,17121,marketing,assistant
용한결,female,5363,advertising,manager
나민정,male,10571,advertising,assistant
안현진,male,23291,marketing,assistant
승이안,female,14066,marketing,header
최주환,female,29760,marketing,manager
유나영,female,6827,marketing,assistant
옥지율,female,27177,marketing,assistant
노지수,male,11762,marketing,manager
함재희,male,6043,marketing,assistant
라윤채,female,28017,advertising,manager
위주호,male,26667,marketing,manager
권여준,male,14582,marketing,assistant
유서하,female,19530,finance,manager
배가영,male,25622,marketing,assistant
팽혜성,male,20660,marketing,manager
원하온,male,3254,marketing,manager
승승재,male,14143,marketing,assistant
홍다원,male,21384,marketing,manager
백석현,male,28571,marketing,assistant
서성현,male,26677,marketing,assistant
채윤슬,male,18681,advertising,assistant
감시후,female,18976,marketing,assistant
엄이안,female,9376,IT,assistant
두준희,male,10969,IT,assistant
마지용,female,5678,finance,manager
길현호,female,13298,advertising,manager
온성원,female,15564,advertising,manager
연동윤,male,14587,marketing,manager
제지우,male,16998,marketing,header
석승환,male,18206,advertising,assistant
예하온,male,24110,marketing,manager
윤현빈,male,11086,marketing,intern
남소윤,male,27580,marketing,header
기서은,female,22387,IT,manager
임은빈,female,25988,finance,manager
문은지,male,25826,advertising,header
음이든,female,28127,marketing,header
함준형,female,21465,marketing,assistant
인가온,male,26752,advertising,manager
목지윤,male,21488,marketing,assistant
인유현,male,23190,marketing,manager
동도진,female,3787,finance,manager
가선우,male,26384,marketing,assistant
도우성,female,28220,IT,assistant
한도경,female,27382,marketing,header
안시연,male,10635,marketing,manager
도채원,female,9496,advertising,header
호은성,male,19750,marketing,assistant
전도훈,male,27931,advertising,manager
양재하,female,6841,marketing,assistant
전가현,male,5947,finance,manager
차정빈,male,7815,IT,manager
은유빈,female,29537,marketing,manager
연예나,female,17546,finance,header
국연준,male,20518,marketing,intern
목재은,male,6739,marketing,header
정나연,male,7776,advertising,manager
강민기,male,12972,marketing,assistant
육가은,male,8830,design,assistant
승유현,female,25348,design,intern
박수정,male,19729,marketing,header
모하민,male,22427,IT,assistant
류수민,male,11858,IT,assistant
명동하,female,10677,advertising,manager
반우현,female,25734,design,assistant
윤승아,male,4823,marketing,assistant
정가빈,female,23791,marketing,assistant
천다윤,female,7621,marketing,header
곽지오,female,27651,marketing,assistant
모대현,male,28108,marketing,assistant
모제인,female,3745,advertising,manager
동지원,male,26520,IT,assistant
가수민,male,18039,marketing,assistant
동아윤,female,5381,advertising,manager
태여원,male,26580,marketing,assistant
갈나경,female,26247,marketing,intern
경예준,male,27763,marketing,manager
조태리,male,20733,advertising,assistant
선정현,male,23685,advertising,manager
복지완,male,24542,marketing,intern
복승주,male,29288,IT,assistant
표한율,female,15615,marketing,assistant
전가은,male,15541,marketing,assistant
문가람,male,7292,design,manager
채세인,female,28114,advertising,assistant
부서호,female,21717,design,header
원현수,female,10964,marketing,assistant
가나경,female,16525,marketing,intern
반은호,female,12956,marketing,assistant
허태오,male,16041,marketing,manager
임다온,male,7566,marketing,manager
문다희,male,15065,IT,manager
신태리,female,10919,IT,header
채소영,male,24913,IT,assistant
봉재희,male,6056,marketing,header
이정연,male,5920,IT,assistant
사민주,female,3676,finance,manager
승은솔,male,9659,marketing,assistant
노승빈,male,20766,advertising,assistant
박도하,male,25731,marketing,assistant
진동윤,female,21485,design,manager
좌예진,male,20616,IT,assistant
위하음,female,17839,marketing,manager
팽도경,male,6321,marketing,manager
현주하,male,7707,advertising,assistant
공서우,male,12443,marketing,manager
염로운,female,27542,IT,assistant
국주완,male,15355,marketing,intern
음주호,male,10695,marketing,manager
배지율,female,9431,marketing,manager
김다빈,male,23947,IT,header
선현호,male,19770,finance,assistant
황수지,male,27750,marketing,assistant
사우준,male,13869,design,assistant
양채영,male,11017,advertising,assistant
윤준호,male,3195,finance,header
윤유민,male,18926,marketing,assistant
형민준,male,22323,marketing,manager
권윤우,male,5659,marketing,header
봉현아,male,22650,advertising,assistant
국해인,female,19000,marketing,manager
곽윤성,male,27904,advertising,manager
여하나,female,24006,design,manager
함도현,male,6736,marketing,assistant
옥태이,male,24833,marketing,assistant
공지율,female,28967,advertising,assistant
노은솔,male,14668,marketing,assistant
문소영,male,10037,marketing,assistant
은현민,male,27031,marketing,manager
임미소,male,24346,marketing,assistant
심현진,female,3032,finance,manager
최강현,male,10972,advertising,assistant
소정원,male,17991,finance,assistant
예서린,male,27486,advertising,intern
염주원,female,19541,design,manager
팽승원,female,9001,advertising,intern
문민건,female,17956,marketing,assistant
용가온,female,12905,design,assistant
탁혜원,male,5117,design,manager
류승민,male,23811,marketing,assistant
양다영,male,17786,advertising,manager
피라엘,female,27555,marketing,manager
부지훈,male,21849,marketing,assistant
형유이,male,3276,IT,assistant
선아인,female,8215,marketing,manager
손세아,male,25303,marketing,assistant
태재이,male,12473,design,assistant
추보민,male,19352,finance,assistant
곽현승,male,26775,design,assistant
송현수,female,18308,advertising,intern
라세인,female,3360,marketing,manager
안하람,female,25161,design,assistant
명현지,female,26759,marketing,manager
피채원,male,13311,finance,assistant
감시우,female,13357,marketing,manager
옥지은,female,14014,marketing,header
단유성,male,27276,marketing,manager
인소담,male,16115,advertising,manager
범동우,female,24901,marketing,assistant
옥세아,female,20242,marketing,manager
라수연,male,10232,marketing,intern
갈태경,female,15895,IT,assistant
송동우,male,12048,finance,manager
온형준,male,21806,marketing,manager
제재원,female,10275,design,manager
동태이,male,29956,marketing,manager
경아준,female,28502,marketing,manager
백태민,male,24729,advertising,assistant
마가람,female,26213,finance,manager
권수민,male,9382,finance,assistant
설은준,female,25147,marketing,assistant
사은설,male,23771,advertising,assistant
육하준,female,16772,advertising,manager
성하엘,male,13067,advertising,assistant
시예인,male,8581,finance,assistant
표태이,female,9960,advertising,manager
경하영,male,19880,advertising,manager
육지우,male,28529,marketing,manager
노채영,male,3876,marketing,assistant
선시윤,male,15053,design,manager
우재영,female,4417,advertising,manager
마태양,male,4545,marketing,manager
엄선우,male,11088,advertising,intern
소지온,female,8692,IT,assistant
반정연,male,27187,advertising,header
목지효,female,28957,advertising,intern
고시율,male,16678,marketing,assistant
임수아,female,9334,marketing,assistant
두정원,male,23259,advertising,assistant
빈로아,male,4358,marketing,intern
온원우,male,27153,marketing,manager
복지효,male,29843,advertising,assistant
국유빈,female,21211,marketing,manager
반정현,male,16661,advertising,assistant
시지훈,male,21951,design,assistant
홍한나,female,9440,design,header
허유찬,male,28460,finance,manager
육하늘,female,17716,advertising,manager
남나영,male,19945,marketing,assistant
어승우,female,3762,marketing,assistant
최채린,male,21971,marketing,header
빈현빈,male,5408,marketing,assistant
허하진,female,22965,advertising,assistant
김연호,male,16414,marketing,assistant
빈서원,female,5758,advertising,assistant
이수민,male,10276,marketing,manager
남지혁,female,26186,finance,header
라혜윤,male,23578,IT,header
배도준,male,20649,advertising,assistant
가윤서,female,5404,marketing,assistant
김규민,female,14992,marketing,assistant
편재율,male,28510,IT,assistant
장영준,female,29238,marketing,manager
음예솔,male,16098,advertising,manager
양동욱,male,24022,advertising,assistant
윤시연,female,7601,design,assistant
위윤주,female,5343,design,assistant
채혜민,male,4789,marketing,assistant
온태현,male,8078,marketing,assistant
장수연,male,26568,marketing,manager
주여준,female,20733,marketing,intern
공윤건,female,14465,finance,assistant
민정훈,male,23684,finance,header
태혜빈,male,15422,advertising,assistant
사동현,male,6777,marketing,intern
심지호,male,28108,marketing,assistant
민시환,male,17143,design,header
용태린,male,20547,advertising,intern
조도겸,male,23202,advertising,manager
위연우,female,29917,design,manager
임민찬,male,21892,IT,manager
나찬,female,29534,advertising,intern
엄시아,male,22206,marketing,manager
빈다현,female,22759,marketing,manager
간수정,male,22628,finance,header
방은우,male,24701,marketing,intern
한시윤,female,23347,marketing,assistant
간지후,male,22767,marketing,assistant
제은성,male,19071,IT,manager
김승재,male,11398,IT,assistant
경서진,male,18031,marketing,manager
형지혜,female,16646,advertising,manager
어정빈,female,13857,design,intern
국찬영,female,5728,IT,manager
장은혜,male,26739,finance,assistant
도유리,male,20116,IT,manager
이현민,male,23446,IT,assistant
임이안,male,11495,marketing,assistant
피윤우,male,25044,IT,manager
석혜성,female,14319,marketing,manager
강하은,male,28198,design,manager
성하진,female,25782,marketing,intern
한현우,male,22745,IT,assistant
명세영,male,25292,marketing,manager
문라엘,male,28882,advertising,intern
류서호,female,4936,marketing,assistant
사다원,male,21729,IT,header
설시윤,female,26720,advertising,assistant
손연주,male,22995,advertising,header
여정우,male,19892,design,header
동승찬,male,19435,marketing,assistant
갈아름,female,28961,marketing,manager
강해준,male,18554,marketing,manager
가선율,male,12834,design,manager
강우성,female,21336,marketing,assistant
남윤하,male,3475,marketing,assistant
목이한,female,21885,marketing,assistant
어다경,female,22176,advertising,assistant
당소율,male,27548,design,assistant
견예림,male,18341,advertising,manager
금민수,male,11227,marketing,intern
하하늘,female,15550,marketing,assistant
모서정,male,17559,advertising,manager
상준서,male,28927,IT,header
당은율,male,26048,marketing,assistant
편우성,female,16041,marketing,assistant
상건호,male,19302,marketing,assistant
정승아,male,7580,marketing,manager
명정현,male,6464,advertising,assistant
국단비,male,14125,finance,assistant
두다율,male,23578,marketing,manager
길서아,male,7354,marketing,assistant
반태양,male,5855,design,assistant
추승연,female,26761,advertising,manager
형채민,male,5984,design,manager
육채민,female,11409,design,intern
모수호,male,4147,finance,manager
주유찬,male,22673,advertising,assistant
변민아,female,25766,marketing,manager
나가빈,female,18401,marketing,assistant
형재훈,male,6642,marketing,assistant
진서원,male,17463,marketing,intern
구예원,male,11748,marketing,manager
방태현,male,22749,marketing,assistant
어가현,male,16314,advertising,header
옥태윤,male,8789,finance,assistant
단태리,male,6861,marketing,assistant
진나은,female,23116,IT,assistant
강제인,male,6149,advertising,assistant
추아인,male,23310,design,assistant
주동현,female,10458,IT,manager
심유정,male,19740,marketing,assistant
유서아,male,6690,advertising,manager
남수인,female,6629,advertising,manager
간하온,male,6763,marketing,assistant
견준서,male,7733,marketing,assistant
강한별,female,7371,marketing,assistant
소주호,male,9174,marketing,assistant
구소원,male,9597,marketing,manager
맹규리,female,25826,marketing,assistant
권서인,male,20435,marketing,assistant
장현성,male,3293,marketing,assistant
남지현,female,8417,IT,manager
단하랑,male,8763,advertising,intern
고규리,male,18357,IT,assistant
현유진,female,3293,advertising,manager
엄서율,male,26407,finance,assistant
길수지,female,16151,advertising,manager
한수민,female,5206,marketing,assistant
경동규,male,17718,marketing,manager
라이준,female,23835,finance,assistant
임윤진,male,13638,advertising,assistant
구수빈,female,17073,marketing,manager
간정은,male,19322,marketing,assistant
석강우,female,27110,marketing,manager
서준현,male,26651,marketing,assistant
반하윤,female,24454,finance,header
도시현,male,21720,finance,manager
송한율,female,21950,finance,header
원승훈,female,10844,advertising,assistant
도승민,female,22138,marketing,assistant
변아라,male,28744,design,intern
반유진,male,28285,design,assistant
현민하,male,23750,marketing,assistant
피연재,male,23562,marketing,assistant
안태호,male,16618,marketing,intern
상현서,male,15476,marketing,assistant
고은지,male,28273,marketing,manager
모서윤,female,22593,marketing,assistant
서예빈,male,16431,advertising,intern
태호진,male,25658,advertising,manager
오동하,female,25294,design,assistant
동예인,female,7872,advertising,assistant
이서아,female,27505,IT,manager
경서원,female,5413,marketing,assistant
석지한,female,21919,marketing,intern
부루아,male,10779,advertising,header
빈주현,female,22130,marketing,header
추혜정,female,8343,IT,assistant
봉하온,male,20708,marketing,assistant
길하랑,male,7863,advertising,assistant
허시우,female,3264,design,intern
현도아,female,4916,finance,intern
탁지용,female,13160,advertising,assistant
두정후,male,29954,marketing,manager
당연아,male,8310,marketing,assistant
피신우,female,7187,marketing,assistant
간주안,male,5961,marketing,header
인재이,male,10248,marketing,assistant
변채민,male,16433,IT,manager
장예슬,male,23994,IT,manager
남정우,male,17141,marketing,assistant
나도아,male,3558,IT,intern
소은우,male,9087,marketing,assistant
선유은,male,20946,design,assistant
엄선우,male,22539,IT,intern
현성윤,male,21700,marketing,assistant
선로이,male,15912,finance,assistant
문하늘,female,10715,IT,manager
부태영,female,23044,finance,intern
모성현,male,14635,advertising,manager
석하리,male,23214,IT,manager
손이솔,male,24831,marketing,intern
류제이,female,7050,marketing,manager
음이현,male,27778,marketing,manager
손지혜,male,9867,finance,assistant
온지성,male,9007,IT,assistant
견시율,male,29228,design,manager
복시우,male,6201,marketing,manager
최윤호,male,16731,marketing,assistant
길지용,male,9941,advertising,manager
여가을,female,19606,marketing,assistant
하소원,male,29809,marketing,assistant
온찬우,male,7451,advertising,manager
양이현,female,19262,marketing,assistant
옥라온,female,23603,finance,manager
가하온,male,15803,design,assistant
육하빈,female,24015,marketing,manager
류성원,female,4002,marketing,manager
반은수,male,26529,advertising,intern
염민정,male,28500,advertising,assistant
윤승호,male,29163,marketing,manager
조건우,female,18613,finance,assistant
강라희,male,6743,advertising,intern
도율,female,10041,IT,assistant
시리아,female,15597,marketing,assistant
추준후,female,9467,design,assistant
원은율,male,7366,marketing,header
목해나,female,23675,marketing,assistant
온동훈,male,8381,advertising,manager
석주연,male,21969,marketing,manager
위봄,male,19655,advertising,manager
소선율,male,18395,design,manager
빈우진,male,28686,marketing,assistant
소시연,female,10137,advertising,assistant
호동욱,male,10866,marketing,intern
목은우,female,19861,advertising,assistant
당윤재,male,17986,design,assistant
차솔,male,28535,finance,assistant
한서우,male,3226,marketing,assistant
맹동준,male,16580,advertising,assistant
엄나연,female,6024,advertising,assistant
길준석,male,19637,marketing,manager
조태인,male,4547,IT,assistant
도정민,female,27614,marketing,manager
탁유라,female,6271,marketing,assistant
모영민,female,10830,marketing,assistant
배태건,male,6314,IT,intern
황민하,male,4597,marketing,header
유가현,male,18398,advertising,assistant
최지율,female,5244,marketing,intern
심서하,male,17433,advertising,assistant
편민서,male,15255,marketing,assistant
강지혜,female,10797,design,intern
모예서,female,26243,advertising,intern
견채아,male,6201,marketing,intern
최하성,male,7587,finance,assistant
범승현,male,4148,design,manager
천승윤,male,14703,marketing,manager
목설,female,24560,marketing,assistant
반유하,male,22043,marketing,manager
소인우,male,28751,marketing,manager
오수지,male,6594,marketing,intern
차승준,female,11374,finance,intern
구준호,male,24904,IT,assistant
상가을,male,21575,marketing,manager
탁도준,male,13380,marketing,assistant
맹민기,male,23305,marketing,manager
사정민,male,16390,marketing,assistant
어지현,female,20430,advertising,manager
복태이,female,20191,marketing,assistant
방은준,female,6955,marketing,manager
명동혁,male,26183,marketing,manager
이은지,female,18033,marketing,manager
심지유,male,5884,IT,assistant
어요한,male,23342,marketing,manager
승민성,male,4608,advertising,assistant
호하준,male,22753,marketing,manager
당주호,female,17682,design,manager
심태건,male,12876,marketing,manager
윤준서,female,3096,marketing,assistant
국대현,female,26151,marketing,header
노예주,male,13469,marketing,assistant
배시헌,male,7046,marketing,assistant
동정원,female,12227,marketing,assistant
승지성,male,12964,marketing,manager
전다윤,male,25934,marketing,manager
곽지후,male,16705,marketing,assistant
황태준,male,19567,design,manager
염하온,female,18214,marketing,assistant
예승빈,male,29128,design,header
강시훈,male,24970,advertising,header
범예나,male,16377,design,assistant
류윤슬,male,8494,finance,header
백아름,male,23284,marketing,manager
강세영,male,26721,IT,assistant
은준희,female,15440,marketing,header
채태건,female,18839,marketing,assistant
금시현,female,14366,marketing,manager
음현진,male,13415,marketing,assistant
백윤건,male,23821,marketing,assistant
손서은,male,5145,marketing,manager
채수빈,female,29320,advertising,assistant
현서준,male,22174,advertising,assistant
정지용,male,26465,marketing,manager
제정후,female,9476,design,manager
안해나,male,13002,design,assistant
상리아,male,16297,marketing,manager
전재율,female,15933,finance,manager
태하람,male,28568,design,manager
선시준,male,28163,design,manager
두경민,female,15125,marketing,assistant
박가은,male,29994,marketing,assistant
금하윤,male,10843,marketing,header
반보미,male,6782,design,assistant
남하온,female,22119,marketing,assistant
상다현,male,5626,advertising,manager
선건,male,8089,marketing,manager
서시호,female,27039,marketing,assistant
용도하,male,28285,advertising,assistant
채다인,male,24987,marketing,assistant
설찬,female,27806,finance,assistant
서연서,male,17200,marketing,assistant
상규빈,female,15635,marketing,manager
태서은,female,5365,marketing,assistant
반가연,female,17987,marketing,intern
함현민,male,8566,marketing,assistant
예정원,male,15065,marketing,header
장진우,male,19799,design,assistant
류유리,female,7263,IT,manager
윤재희,male,5287,marketing,manager
권준석,female,11798,marketing,manager
오은준,female,13832,IT,assistant
문시원,female,3001,marketing,intern
성아현,male,20231,advertising,manager
민지혁,male,8167,advertising,assistant
좌온유,male,15101,finance,assistant
류태희,male,12203,advertising,assistant
소유찬,male,21434,marketing,assistant
소우준,male,6458,IT,header
태하늘,male,16589,marketing,manager
당경민,male,10834,marketing,assistant
빈하율,male,28009,finance,assistant
장시윤,male,11147,marketing,assistant
채채원,male,10954,finance,assistant
서진혁,male,23609,advertising,intern
백혜정,male,27848,design,assistant
양동욱,male,9979,marketing,manager
제여원,male,5419,marketing,manager
지현민,male,10826,advertising,header
빈경민,female,29877,finance,assistant
나서은,female,26421,finance,assistant
팽호준,male,28728,design,manager
마예림,male,6578,marketing,intern
피한율,male,12596,marketing,assistant
간해나,female,29494,design,header
소수연,male,28915,IT,header
염유현,male,27566,design,manager
전도준,female,18934,marketing,manager
하윤주,male,9559,finance,manager
금태희,female,10936,design,assistant
하은율,female,15651,advertising,manager
안새봄,female,4531,marketing,assistant
도민솔,female,3868,design,assistant
고정원,male,10122,finance,intern
조시연,female,21435,advertising,manager
금우찬,male,11044,marketing,assistant
두지율,male,14667,advertising,intern
설호진,male,26443,marketing,header
허재현,male,28692,design,assistant
김주원,male,11479,marketing,assistant
허소희,male,12235,marketing,assistant
기예림,male,5277,advertising,intern
한다희,male,3734,advertising,assistant
반민찬,male,14561,advertising,assistant
유지성,male,12507,marketing,intern
허현아,female,5947,IT,intern
상다빈,female,9474,marketing,manager
전지민,male,16316,design,manager
옥상윤,male,10861,marketing,assistant
금지호,male,21997,design,header
공소원,male,13495,advertising,intern
목리나,female,20023,marketing,manager
현온유,female,14861,marketing,assistant
방하윤,male,10248,advertising,assistant
안승준,female,25862,advertising,manager
고아인,female,21168,marketing,header
구시원,female,29633,marketing,assistant
최시현,male,29955,marketing,header
모시완,female,29372,marketing,assistant
전승후,male,23341,advertising,assistant
한태이,female,16726,advertising,manager
위규리,female,10037,IT,manager
현은수,female,17233,advertising,manager
도윤호,female,17921,design,assistant
용가빈,male,11745,finance,assistant
당혜윤,female,28904,advertising,assistant
견도은,male,12176,advertising,manager
현소율,male,10013,marketing,manager
왕민혁,male,19608,marketing,assistant
용은서,female,23383,marketing,assistant
홍우현,female,8853,marketing,assistant
라서호,male,23968,finance,manager
주요한,female,17791,marketing,intern
명승후,female,7892,finance,assistant
민윤,male,8224,advertising,assistant
가민건,male,10502,design,manager
최주하,male,16186,marketing,assistant
한시원,female,15555,marketing,assistant
육지오,male,11449,marketing,assistant
우다율,male,20359,finance,assistant
홍예슬,male,19864,advertising,intern
